REGION_NAME	CHROMOSOME	START	STOP	LENGTH	BASES_PROBE_COVERAGE	FRAC_PROBE_COVERAGE	BASES_ESTIMATED_COVERAGE	FRAC_ESTIMATED_COVERAGE	BASES_W_NO_PROBE_COV	BASES_W_NO_PROBE_COV_DUE_TO_N	BASES_W_NO_PROBE_COV_DUE_TO_REPEATS	BASES_W_NO_EST_COV	BASES_W_NO_EST_COV_DUE_TO_N	BASES_W_NO_EST_COV_DUE_TO_REPEATS
gene_name=ERBB2;ensemble_gene_id=ENSG00000141736;ensembl_transcript_id=ENST00000540147;exon_num=22	chr17	37881579	37881655	76	   76	 1.00	   76	 1.00	0	0	0	0	0	0
gene_name=ERBB2;ensemble_gene_id=ENSG00000141736;ensembl_transcript_id=ENST00000540147;exon_num=23	chr17	37881959	37882106	147	  147	 1.00	  147	 1.00	0	0	0	0	0	0
gene_name=ERBB2;ensemble_gene_id=ENSG00000141736;ensembl_transcript_id=ENST00000540147;exon_num=24	chr17	37882814	37882912	98	   98	 1.00	   98	 1.00	0	0	0	0	0	0
gene_name=ERBB2;ensemble_gene_id=ENSG00000141736;ensembl_transcript_id=ENST00000540147;exon_num=25	chr17	37883067	37883256	189	  189	 1.00	  189	 1.00	0	0	0	0	0	0
gene_name=ERBB2;ensemble_gene_id=ENSG00000141736;ensembl_transcript_id=ENST00000540147;exon_num=26	chr17	37883547	37883800	253	  253	 1.00	  253	 1.00	0	0	0	0	0	0
gene_name=ERBB2;ensemble_gene_id=ENSG00000141736;ensembl_transcript_id=ENST00000540147;exon_num=27	chr17	37883941	37884297	356	  356	 1.00	  356	 1.00	0	0	0	0	0	0
gene_name=BRCA1;ensemble_gene_id=ENSG00000012048;ensembl_transcript_id=ENST00000357654;exon_num=23	chr17	41197694	41197819	125	  125	 1.00	  125	 1.00	0	0	0	0	0	0
gene_name=BRCA1;ensemble_gene_id=ENSG00000012048;ensembl_transcript_id=ENST00000357654;exon_num=22	chr17	41199659	41199720	61	   61	 1.00	   61	 1.00	0	0	0	0	0	0
gene_name=BRCA1;ensemble_gene_id=ENSG00000012048;ensembl_transcript_id=ENST00000357654;exon_num=21	chr17	41201137	41201211	74	   74	 1.00	   74	 1.00	0	0	0	0	0	0
gene_name=BRCA1;ensemble_gene_id=ENSG00000012048;ensembl_transcript_id=ENST00000357654;exon_num=20	chr17	41203079	41203134	55	   55	 1.00	   55	 1.00	0	0	0	0	0	0
gene_name=BRCA1;ensemble_gene_id=ENSG00000012048;ensembl_transcript_id=ENST00000357654;exon_num=19	chr17	41209068	41209152	84	   84	 1.00	   84	 1.00	0	0	0	0	0	0
gene_name=BRCA1;ensemble_gene_id=ENSG00000012048;ensembl_transcript_id=ENST00000357654;exon_num=18	chr17	41215349	41215390	41	   41	 1.00	   41	 1.00	0	0	0	0	0	0
gene_name=BRCA1;ensemble_gene_id=ENSG00000012048;ensembl_transcript_id=ENST00000357654;exon_num=17	chr17	41215890	41215968	78	   78	 1.00	   78	 1.00	0	0	0	0	0	0
gene_name=BRCA1;ensemble_gene_id=ENSG00000012048;ensembl_transcript_id=ENST00000357654;exon_num=16	chr17	41219624	41219712	88	   88	 1.00	   88	 1.00	0	0	0	0	0	0
gene_name=BRCA1;ensemble_gene_id=ENSG00000012048;ensembl_transcript_id=ENST00000357654;exon_num=15	chr17	41222944	41223255	311	  311	 1.00	  311	 1.00	0	0	0	0	0	0
gene_name=BRCA1;ensemble_gene_id=ENSG00000012048;ensembl_transcript_id=ENST00000357654;exon_num=14	chr17	41226347	41226538	191	  191	 1.00	  191	 1.00	0	0	0	0	0	0
gene_name=BRCA1;ensemble_gene_id=ENSG00000012048;ensembl_transcript_id=ENST00000357654;exon_num=13	chr17	41228504	41228631	127	  127	 1.00	  127	 1.00	0	0	0	0	0	0
gene_name=BRCA1;ensemble_gene_id=ENSG00000012048;ensembl_transcript_id=ENST00000357654;exon_num=12	chr17	41234420	41234592	172	  172	 1.00	  172	 1.00	0	0	0	0	0	0
gene_name=BRCA1;ensemble_gene_id=ENSG00000012048;ensembl_transcript_id=ENST00000357654;exon_num=11	chr17	41242960	41243049	89	   89	 1.00	   89	 1.00	0	0	0	0	0	0
gene_name=BRCA1;ensemble_gene_id=ENSG00000012048;ensembl_transcript_id=ENST00000357654;exon_num=10	chr17	41243451	41246877	3426	 3426	 1.00	 3426	 1.00	0	0	0	0	0	0
gene_name=BRCA1;ensemble_gene_id=ENSG00000012048;ensembl_transcript_id=ENST00000357654;exon_num=9	chr17	41247862	41247939	77	   77	 1.00	   77	 1.00	0	0	0	0	0	0
gene_name=BRCA1;ensemble_gene_id=ENSG00000012048;ensembl_transcript_id=ENST00000357654;exon_num=8	chr17	41249260	41249306	46	   46	 1.00	   46	 1.00	0	0	0	0	0	0
gene_name=BRCA1;ensemble_gene_id=ENSG00000012048;ensembl_transcript_id=ENST00000357654;exon_num=7	chr17	41251791	41251897	106	  106	 1.00	  106	 1.00	0	0	0	0	0	0
gene_name=BRCA1;ensemble_gene_id=ENSG00000012048;ensembl_transcript_id=ENST00000357654;exon_num=6	chr17	41256138	41256278	140	  140	 1.00	  140	 1.00	0	0	0	0	0	0
gene_name=BRCA1;ensemble_gene_id=ENSG00000012048;ensembl_transcript_id=ENST00000357654;exon_num=5	chr17	41256884	41256973	89	   89	 1.00	   89	 1.00	0	0	0	0	0	0
gene_name=BRCA1;ensemble_gene_id=ENSG00000012048;ensembl_transcript_id=ENST00000357654;exon_num=4	chr17	41258472	41258550	78	   78	 1.00	   78	 1.00	0	0	0	0	0	0
gene_name=BRCA1;ensemble_gene_id=ENSG00000012048;ensembl_transcript_id=ENST00000357654;exon_num=3	chr17	41267742	41267796	54	   54	 1.00	   54	 1.00	0	0	0	0	0	0
gene_name=BRCA1;ensemble_gene_id=ENSG00000012048;ensembl_transcript_id=ENST00000357654;exon_num=2	chr17	41276033	41276113	80	   80	 1.00	   80	 1.00	0	0	0	0	0	0
gene_name=AR;ensemble_gene_id=ENSG00000169083;ensembl_transcript_id=ENST00000374690;exon_num=1	chrX	66764988	66766604	1616	 1501	 0.93	 1616	 1.00	115	0	102	0	0	0
gene_name=AR;ensemble_gene_id=ENSG00000169083;ensembl_transcript_id=ENST00000374690;exon_num=2	chrX	66863097	66863249	152	  152	 1.00	  152	 1.00	0	0	0	0	0	0
gene_name=AR;ensemble_gene_id=ENSG00000169083;ensembl_transcript_id=ENST00000374690;exon_num=3	chrX	66905851	66905968	117	  117	 1.00	  117	 1.00	0	0	0	0	0	0
gene_name=AR;ensemble_gene_id=ENSG00000169083;ensembl_transcript_id=ENST00000374690;exon_num=4	chrX	66931243	66931531	288	  288	 1.00	  288	 1.00	0	0	0	0	0	0
gene_name=AR;ensemble_gene_id=ENSG00000169083;ensembl_transcript_id=ENST00000374690;exon_num=5	chrX	66937319	66937464	145	  145	 1.00	  145	 1.00	0	0	0	0	0	0
gene_name=AR;ensemble_gene_id=ENSG00000169083;ensembl_transcript_id=ENST00000374690;exon_num=6	chrX	66941674	66941805	131	  131	 1.00	  131	 1.00	0	0	0	0	0	0
gene_name=AR;ensemble_gene_id=ENSG00000169083;ensembl_transcript_id=ENST00000374690;exon_num=7	chrX	66942668	66942826	158	  158	 1.00	  158	 1.00	0	0	0	0	0	0
gene_name=AR;ensemble_gene_id=ENSG00000169083;ensembl_transcript_id=ENST00000374690;exon_num=8	chrX	66943527	66943683	156	  156	 1.00	  156	 1.00	0	0	0	0	0	0
gene_name=ATRX;ensemble_gene_id=ENSG00000085224;ensembl_transcript_id=ENST00000373344;exon_num=35	chrX	76763828	76764107	279	  279	 1.00	  279	 1.00	0	0	0	0	0	0
gene_name=ATRX;ensemble_gene_id=ENSG00000085224;ensembl_transcript_id=ENST00000373344;exon_num=34	chrX	76776265	76776394	129	  129	 1.00	  129	 1.00	0	0	0	0	0	0
gene_name=ATRX;ensemble_gene_id=ENSG00000085224;ensembl_transcript_id=ENST00000373344;exon_num=33	chrX	76776880	76776976	96	   96	 1.00	   96	 1.00	0	0	0	0	0	0
gene_name=ATRX;ensemble_gene_id=ENSG00000085224;ensembl_transcript_id=ENST00000373344;exon_num=32	chrX	76777740	76777866	126	  126	 1.00	  126	 1.00	0	0	0	0	0	0
gene_name=ATRX;ensemble_gene_id=ENSG00000085224;ensembl_transcript_id=ENST00000373344;exon_num=31	chrX	76778729	76778879	150	  150	 1.00	  150	 1.00	0	0	0	0	0	0
gene_name=ATRX;ensemble_gene_id=ENSG00000085224;ensembl_transcript_id=ENST00000373344;exon_num=30	chrX	76812921	76813116	195	  195	 1.00	  195	 1.00	0	0	0	0	0	0
gene_name=ATRX;ensemble_gene_id=ENSG00000085224;ensembl_transcript_id=ENST00000373344;exon_num=29	chrX	76814139	76814317	178	  178	 1.00	  178	 1.00	0	0	0	0	0	0
gene_name=ATRX;ensemble_gene_id=ENSG00000085224;ensembl_transcript_id=ENST00000373344;exon_num=28	chrX	76829714	76829823	109	  109	 1.00	  109	 1.00	0	0	0	0	0	0
gene_name=ATRX;ensemble_gene_id=ENSG00000085224;ensembl_transcript_id=ENST00000373344;exon_num=27	chrX	76845303	76845410	107	  107	 1.00	  107	 1.00	0	0	0	0	0	0
gene_name=ATRX;ensemble_gene_id=ENSG00000085224;ensembl_transcript_id=ENST00000373344;exon_num=26	chrX	76849165	76849319	154	  154	 1.00	  154	 1.00	0	0	0	0	0	0
gene_name=ATRX;ensemble_gene_id=ENSG00000085224;ensembl_transcript_id=ENST00000373344;exon_num=25	chrX	76854879	76855049	170	  169	 0.99	  170	 1.00	1	0	1	0	0	0
gene_name=ATRX;ensemble_gene_id=ENSG00000085224;ensembl_transcript_id=ENST00000373344;exon_num=24	chrX	76855200	76855289	89	   89	 1.00	   89	 1.00	0	0	0	0	0	0
gene_name=ATRX;ensemble_gene_id=ENSG00000085224;ensembl_transcript_id=ENST00000373344;exon_num=23	chrX	76855902	76856033	131	  131	 1.00	  131	 1.00	0	0	0	0	0	0
gene_name=ATRX;ensemble_gene_id=ENSG00000085224;ensembl_transcript_id=ENST00000373344;exon_num=22	chrX	76872080	76872198	118	  118	 1.00	  118	 1.00	0	0	0	0	0	0
gene_name=ATRX;ensemble_gene_id=ENSG00000085224;ensembl_transcript_id=ENST00000373344;exon_num=21	chrX	76874273	76874449	176	  176	 1.00	  176	 1.00	0	0	0	0	0	0
gene_name=ATRX;ensemble_gene_id=ENSG00000085224;ensembl_transcript_id=ENST00000373344;exon_num=20	chrX	76875862	76876000	138	  138	 1.00	  138	 1.00	0	0	0	0	0	0
gene_name=ATRX;ensemble_gene_id=ENSG00000085224;ensembl_transcript_id=ENST00000373344;exon_num=19	chrX	76888694	76888872	178	  178	 1.00	  178	 1.00	0	0	0	0	0	0
gene_name=ATRX;ensemble_gene_id=ENSG00000085224;ensembl_transcript_id=ENST00000373344;exon_num=18	chrX	76889053	76889200	147	  147	 1.00	  147	 1.00	0	0	0	0	0	0
gene_name=ATRX;ensemble_gene_id=ENSG00000085224;ensembl_transcript_id=ENST00000373344;exon_num=17	chrX	76890084	76890194	110	  110	 1.00	  110	 1.00	0	0	0	0	0	0
gene_name=ATRX;ensemble_gene_id=ENSG00000085224;ensembl_transcript_id=ENST00000373344;exon_num=16	chrX	76891405	76891547	142	  142	 1.00	  142	 1.00	0	0	0	0	0	0
gene_name=ATRX;ensemble_gene_id=ENSG00000085224;ensembl_transcript_id=ENST00000373344;exon_num=15	chrX	76907603	76907843	240	  208	 0.87	  240	 1.00	32	0	27	0	0	0
gene_name=ATRX;ensemble_gene_id=ENSG00000085224;ensembl_transcript_id=ENST00000373344;exon_num=14	chrX	76909587	76909690	103	  103	 1.00	  103	 1.00	0	0	0	0	0	0
gene_name=ATRX;ensemble_gene_id=ENSG00000085224;ensembl_transcript_id=ENST00000373344;exon_num=13	chrX	76912049	76912143	94	   94	 1.00	   94	 1.00	0	0	0	0	0	0
gene_name=ATRX;ensemble_gene_id=ENSG00000085224;ensembl_transcript_id=ENST00000373344;exon_num=12	chrX	76918870	76919047	177	  177	 1.00	  177	 1.00	0	0	0	0	0	0
gene_name=ATRX;ensemble_gene_id=ENSG00000085224;ensembl_transcript_id=ENST00000373344;exon_num=11	chrX	76920133	76920267	134	  134	 1.00	  134	 1.00	0	0	0	0	0	0
gene_name=ATRX;ensemble_gene_id=ENSG00000085224;ensembl_transcript_id=ENST00000373344;exon_num=10	chrX	76931720	76931793	73	   73	 1.00	   73	 1.00	0	0	0	0	0	0
gene_name=ATRX;ensemble_gene_id=ENSG00000085224;ensembl_transcript_id=ENST00000373344;exon_num=9	chrX	76937011	76940085	3074	 3074	 1.00	 3074	 1.00	0	0	0	0	0	0
gene_name=ATRX;ensemble_gene_id=ENSG00000085224;ensembl_transcript_id=ENST00000373344;exon_num=8	chrX	76940430	76940498	68	   68	 1.00	   68	 1.00	0	0	0	0	0	0
gene_name=ATRX;ensemble_gene_id=ENSG00000085224;ensembl_transcript_id=ENST00000373344;exon_num=7	chrX	76944310	76944420	110	  110	 1.00	  110	 1.00	0	0	0	0	0	0
gene_name=ATRX;ensemble_gene_id=ENSG00000085224;ensembl_transcript_id=ENST00000373344;exon_num=6	chrX	76949312	76949426	114	  114	 1.00	  114	 1.00	0	0	0	0	0	0
gene_name=ATRX;ensemble_gene_id=ENSG00000085224;ensembl_transcript_id=ENST00000373344;exon_num=5	chrX	76952064	76952192	128	  128	 1.00	  128	 1.00	0	0	0	0	0	0
gene_name=ATRX;ensemble_gene_id=ENSG00000085224;ensembl_transcript_id=ENST00000373344;exon_num=4	chrX	76953070	76953123	53	   53	 1.00	   53	 1.00	0	0	0	0	0	0
gene_name=ATRX;ensemble_gene_id=ENSG00000085224;ensembl_transcript_id=ENST00000373344;exon_num=3	chrX	76954061	76954117	56	   56	 1.00	   56	 1.00	0	0	0	0	0	0
gene_name=ATRX;ensemble_gene_id=ENSG00000085224;ensembl_transcript_id=ENST00000373344;exon_num=2	chrX	76972607	76972720	113	  113	 1.00	  113	 1.00	0	0	0	0	0	0
gene_name=ATRX;ensemble_gene_id=ENSG00000085224;ensembl_transcript_id=ENST00000373344;exon_num=1	chrX	77041467	77041487	20	   20	 1.00	   20	 1.00	0	0	0	0	0	0
